variant_id,is_main,equiv_main_variant_id,join_stop_id,disjoin_stop_id
603371,0,,,
611151,1,,,
611152,1,,,
611845,1,,,
611846,1,,,
613952,1,,,
613953,1,,,
613954,1,,,
613955,1,,,
613956,1,,,
613957,1,,,
613958,1,,,
613959,1,,,
613960,1,,,
613961,1,,,
613962,1,,,
613963,1,,,
613964,1,,,
613965,1,,,
613966,1,,,
613967,1,,,
613968,1,,,
613969,1,,,
613970,1,,,
613971,1,,,
613972,1,,,
613973,1,,,
613974,1,,,
613975,1,,,
613976,1,,,
613977,1,,,
613978,1,,,
613979,1,,,
613980,1,,,
613981,1,,,
613982,1,,,
613983,1,,,
613984,1,,,
613985,1,,,
613986,1,,,
613987,1,,,
613988,1,,,
613989,1,,,
613990,1,,,
613991,1,,,
613992,1,,,
613993,1,,,
613994,0,613953,1541,
613995,0,613952,,2819
613997,0,613953,,2820
613998,0,613952,1397,
614000,0,613955,,2820
614001,0,613954,,2819
614002,0,613954,1397,
614003,0,613955,1541,
614004,0,,,
614005,0,,,
614007,0,613957,,3545
614008,0,613956,1457,
614011,0,613957,1623,
614012,0,,,
614015,0,,,
614017,0,613956,,1396
614019,0,613957,,1454
614021,0,613958,1680,
614024,0,,,
614026,0,613958,,1680
614027,0,613959,1868,
614035,0,,,
614039,0,,,
614040,0,613961,,1595
614041,0,613960,1414,
614043,0,613961,1479,
614048,0,613960,,1478
614049,0,613960,,1440
614050,0,,,
614051,0,,,
614052,0,613961,,
614054,0,613961,,
614056,0,,,
614060,0,,,
614061,0,613962,,1396
614062,0,,,
614066,0,,,
614069,0,,,
614070,0,613963,3523,
614071,0,613963,,1869
614073,0,613964,,1478
614074,0,,,
614075,0,613965,1619,
614076,0,613965,1479,
614078,0,613964,1660,
614081,0,613965,,1344
614084,0,,,
614086,0,613967,1479,
614088,0,613966,,
614089,0,613966,,
614091,0,,,
614092,0,,,
614093,0,613966,,1478
614094,0,,,
614095,0,,,
614098,0,,,
614099,0,,,
614101,0,613968,1581,
614102,0,613969,,1547
614103,0,613969,,1637
614105,0,,,
614108,0,613968,1636,
614109,0,613968,1548,
614112,0,613968,1548,
614114,0,613968,1636,
614115,0,613969,1419,
614119,0,613968,,1420
614120,0,613970,,1542
614125,0,613971,1430,
614126,0,613970,,1412
614127,0,613971,1411,
614130,0,613970,1482,
614132,0,613971,,1483
614133,0,,,
614134,0,613971,,1410
614141,0,613972,1470,
614142,0,,,
614143,0,613973,2959,
614144,0,613973,1609,
614147,0,613972,,1610
614152,0,,,
614153,0,613974,,1527
614154,0,613974,1623,
614155,0,613975,1680,
614157,0,613975,1528,
614158,0,613975,,1396
614159,0,,,
614162,0,613976,1636,
614164,0,613977,1609,
614165,0,,,
614166,0,613977,,1637
614167,0,613976,,1610
614169,0,613977,,1637
614170,0,613976,1636,
614171,0,,,
614172,0,,,
614174,0,,,
614178,0,613979,,1527
614179,0,613978,1528,
614180,0,,,
614181,0,,,
614183,0,613978,1528,
614186,0,613981,,1637
614187,0,,,
614188,0,613981,,1454
614189,0,,,
614191,0,613981,1418,
614192,0,613980,1636,
614193,0,613980,1636,
614195,0,,,
614198,0,613980,,1527
614199,0,613981,1528,
614203,0,613980,1581,
614207,0,613981,1528,
614209,0,613981,,1637
614211,0,613980,,1527
614213,0,,,
614218,0,613983,1564,
614219,0,613982,,1709
614220,0,613982,1496,
614221,0,613983,2033,
614226,0,613983,,1497
614227,0,613982,1443,
614228,0,,,
614231,0,613985,,1440
614232,0,613985,,2817
614234,0,613984,1564,
614235,0,613984,1633,
614236,0,613984,,1442
614237,0,613984,1581,
614238,0,613985,1614,
614240,0,,,
614242,0,613985,1414,
614246,0,613985,,1580
614247,0,613986,,2819
614248,0,613987,,3521
614249,0,613987,1411,
614251,0,613987,2820,
614253,0,613986,,1412
614255,0,613987,,2820
614256,0,613986,2959,
614260,0,,,
614262,0,,,
614263,0,613989,2820,
614264,0,613989,1411,
614265,0,613988,3523,
614266,0,613988,1409,
614269,0,613989,,2820
614270,0,613988,,1412
614272,0,613990,,1439
614275,0,613990,2033,
614276,0,,,
614277,0,,,
614278,0,613991,,1343
614279,0,613991,,1709
614280,0,613990,,1344
614281,0,613990,1619,
614284,0,613991,,1343
614285,0,613991,1660,
614286,0,613990,1619,
614287,0,613993,,1637
614289,0,,,
614291,0,613992,,1420
614292,0,613992,,1420
614293,0,613993,,1637
614294,0,613993,1419,
614295,0,613992,1636,
614296,0,,,
614297,0,,,
614298,0,613992,1636,
614299,0,,,
614300,0,613993,1419,
614301,1,,,
614302,1,,,
614303,1,,,
614304,1,,,
614305,1,,,
614306,1,,,
614307,1,,,
614308,1,,,
614309,1,,,
614310,1,,,
614311,1,,,
614312,1,,,
614313,1,,,
614314,1,,,
614315,1,,,
614316,1,,,
614317,1,,,
614318,1,,,
614319,1,,,
614320,1,,,
614321,1,,,
614322,1,,,
614323,1,,,
614324,1,,,
614325,1,,,
614326,1,,,
614327,1,,,
614328,1,,,
614329,1,,,
614330,1,,,
614331,1,,,
614332,1,,,
614333,1,,,
614334,1,,,
614335,1,,,
614336,1,,,
614337,1,,,
614338,1,,,
614339,1,,,
614340,1,,,
614341,1,,,
614342,1,,,
614343,0,613953,1541,
614344,0,613952,,2819
614345,0,,,
614346,0,613953,,2820
614347,0,613952,1397,
614348,0,,,
614349,0,613955,,2820
614350,0,613954,,2819
614351,0,613954,1397,
614352,0,613955,1541,
614354,0,,,
614355,0,,,
614356,0,613957,,3545
614357,0,613956,1457,
614360,0,613957,1623,
614363,0,,,
614366,0,613956,,1396
614371,0,613958,1443,
614372,0,613958,1680,
614373,0,,,
614375,0,613958,,1680
614376,0,613959,1868,
614379,0,,,
614384,0,,,
614390,0,613960,1414,
614392,0,613961,1479,
614395,0,,,
614397,0,613960,,1478
614399,0,,,
614400,0,,,
614401,0,613961,,
614403,0,613961,,
614404,0,,,
614405,0,,,
614409,0,,,
614410,0,613962,,1396
614411,0,,,
614418,0,,,
614420,0,613963,,1869
614422,0,613964,,1478
614424,0,613965,1619,
614425,0,613965,1479,
614430,0,613965,,1344
614431,0,613964,1593,
614435,0,613967,1479,
614437,0,613966,,
614438,0,613966,,
614440,0,,,
614441,0,,,
614442,0,613966,,1478
614444,0,,,
614447,0,,,
614448,0,,,
614451,0,613969,,1547
614453,0,,,
614457,0,613968,1636,
614458,0,613968,1548,
614459,0,613968,1548,
614464,0,613969,1419,
614468,0,613968,,1420
614469,0,613970,,1542
614475,0,613970,,1412
614476,0,613971,1411,
614479,0,613970,1482,
614481,0,613971,,1483
614482,0,,,
614483,0,613971,,1410
614491,0,,,
614492,0,613973,2959,
614493,0,613973,1609,
614496,0,613972,,1610
614499,0,,,
614500,0,,,
614502,0,613974,,1527
614503,0,613974,1623,
614504,0,613975,1680,
614505,0,613975,1528,
614506,0,613975,1528,
614507,0,613975,,1396
614508,0,,,
614511,0,613976,1636,
614513,0,613977,1609,
614516,0,613976,,1610
614518,0,613977,,1637
614519,0,613976,1636,
614521,0,,,
614527,0,613979,,1527
614528,0,613978,1528,
614535,0,613981,,1637
614536,0,,,
614538,0,,,
614542,0,613980,1636,
614547,0,613980,,1527
614548,0,613981,1528,
614549,0,,,
614556,0,613981,1528,
614560,0,613980,,1527
614566,0,613983,1536,
614569,0,613982,1496,
614570,0,613983,2033,
614575,0,613983,,1497
614581,0,613985,,2817
614583,0,613984,1564,
614585,0,613984,,1442
614586,0,613984,1581,
614588,0,613985,1614,
614589,0,,,
614591,0,613985,1414,
614596,0,613986,,2819
614597,0,613987,,3521
614598,0,613987,1411,
614600,0,613987,2820,
614602,0,613986,,1412
614605,0,613986,2959,
614613,0,613989,1411,
614614,0,613988,3523,
614615,0,613988,1409,
614617,0,,,
614618,0,613989,,2820
614619,0,613988,,1412
614624,0,613990,2033,
614627,0,613991,,1343
614628,0,613991,,1709
614629,0,613990,,1344
614630,0,613990,1619,
614634,0,613991,1660,
614640,0,613992,,1420
614642,0,613993,,1637
614644,0,613992,1636,
616003,1,,,
616004,1,,,
616005,1,,,
616006,1,,,
616007,1,,,
616008,1,,,
616009,1,,,
616010,1,,,
616011,0,,,
616012,0,,,
616013,0,,,
616015,0,,,
616016,0,,,
616017,0,,,
616018,0,,,
616019,0,,,
616020,0,,,
616021,0,,,
616022,0,,,
616023,0,,,
616024,0,,,
616027,0,,,
616029,0,,,
616030,0,,,
616031,0,,,
616032,1,,,
616033,1,,,
616034,1,,,
616035,1,,,
616036,1,,,
616037,1,,,
616038,1,,,
616039,1,,,
616041,0,,,
616043,0,,,
616054,0,,,
616057,0,,,
616058,0,,,
616059,0,,,
616061,1,,,
616062,1,,,
616063,0,,,
616064,0,,,
616065,0,,,
616066,0,,,
616067,0,,,
616068,0,,,
616069,0,,,
616070,0,,,
616071,0,,,
616073,0,,,
616074,0,,,
616076,1,,,
616078,1,,,
616079,1,,,
616080,1,,,
616081,1,,,
616082,1,,,
616083,1,,,
616084,1,,,
616085,1,,,
616086,1,,,
616087,1,,,
616088,1,,,
616089,1,,,
616090,1,,,
616091,1,,,
616092,1,,,
616093,1,,,
616094,1,,,
616095,1,,,
616096,1,,,
616097,1,,,
616098,1,,,
616099,1,,,
616100,1,,,
616101,1,,,
616102,1,,,
616103,1,,,
616104,1,,,
616105,1,,,
616106,1,,,
616107,1,,,
616108,1,,,
616109,1,,,
616110,1,,,
616111,1,,,
616112,1,,,
616113,1,,,
616114,1,,,
616115,1,,,
616116,1,,,
616117,1,,,
616118,1,,,
616119,1,,,
616120,1,,,
616121,1,,,
616122,1,,,
616123,1,,,
616124,1,,,
616125,1,,,
616126,1,,,
616127,1,,,
616128,1,,,
616129,1,,,
616130,1,,,
616131,1,,,
616132,1,,,
616133,1,,,
616134,1,,,
616135,1,,,
616136,1,,,
616137,1,,,
616138,1,,,
616139,1,,,
616140,1,,,
616141,1,,,
616142,1,,,
616143,1,,,
616144,1,,,
616145,1,,,
616146,1,,,
616147,1,,,
616148,1,,,
616149,1,,,
616150,1,,,
616151,1,,,
616152,1,,,
616153,1,,,
616154,1,,,
616155,1,,,
616156,1,,,
616157,1,,,
616158,1,,,
616159,1,,,
616160,1,,,
616161,1,,,
616162,1,,,
616163,1,,,
616164,1,,,
616165,1,,,
616166,1,,,
616167,1,,,
616168,1,,,
616169,1,,,
616170,1,,,
616171,1,,,
616172,1,,,
616173,1,,,
616174,1,,,
616175,1,,,
616176,1,,,
616177,1,,,
616178,1,,,
616179,1,,,
616180,1,,,
616181,1,,,
616182,1,,,
616183,1,,,
616184,1,,,
616185,1,,,
616186,1,,,
616187,1,,,
616188,1,,,
616189,1,,,
616190,1,,,
616191,1,,,
616192,1,,,
616193,1,,,
616194,1,,,
616195,1,,,
616196,1,,,
616197,1,,,
616198,1,,,
616199,1,,,
616200,1,,,
616201,1,,,
616202,1,,,
616203,1,,,
616204,1,616204,,879
616205,1,,,
616206,1,,,
616207,1,,,
616208,1,,,
616209,0,,,
616210,0,,,
616211,0,,,
616212,0,,,
616213,0,,,
616214,0,,,
616215,0,,,
616216,0,,,
616217,0,,,
616218,0,,,
616220,0,,,
616221,0,,,
616222,0,,,
616223,0,,,
616225,0,,,
616227,0,,,
616228,0,,,
616230,0,616085,1306,
616231,0,616085,1141,
616232,0,616086,125,
616234,0,616085,1306,
616236,0,616086,,1174
616237,0,616086,,1174
616238,0,616085,,2554
616239,0,,,
616240,0,,,
616241,0,,,
616244,0,,,
616245,0,,,
616246,0,616092,,2948
616247,0,616092,1064,
616248,0,,,
616249,0,,,
616250,0,,,
616251,0,,,
616252,0,,,
616253,0,,,
616254,0,,,
616256,0,,,
616257,0,,,
616258,0,616095,,3460
616259,0,616096,,1012
616260,0,616096,,815
616261,0,616096,,1142
616262,0,616095,,
616263,0,616096,1248,
616264,0,616095,964,
616266,0,,,
616268,0,,,
616269,0,,,
616270,0,,,
616271,0,616101,648,
616272,0,616102,1318,
616273,0,,,
616274,0,,,
616277,0,,,
616278,0,616102,,651
616283,0,616101,,644
616289,0,,,
616291,0,,,
616293,0,,,
616294,0,,,
616296,0,,,
616298,0,,,
616299,0,,,
616300,0,,,
616301,0,,,
616302,0,616103,,
616306,0,,,
616307,0,,,
616308,0,,,
616309,0,,,
616310,0,,,
616311,0,616105,,3131
616312,0,,,
616314,0,616105,,668
616315,0,616105,,668
616316,0,616105,,668
616317,0,616105,,668
616319,0,616106,,642
616320,0,616106,667,
616321,0,,,
616322,0,,,
616323,0,,,
616325,0,,,
616326,0,,,
616327,0,616108,,898
616328,0,,,
616329,0,616107,,3460
616330,0,616108,1248,
616331,0,,,
616335,0,616110,125,
616336,0,616109,208,
616337,0,616109,,2554
616338,0,616110,,210
616340,0,,,
616343,0,,,
616344,0,,,
616345,0,,,
616346,0,,,
616347,0,,,
616348,0,,,
616350,0,,,
616352,0,,,
616353,0,,,
616354,0,,,
616355,0,,,
616356,0,,,
616357,0,,,
616359,0,,,
616360,0,,,
616361,0,,,
616363,0,,,
616364,0,616114,3131,
616365,0,616113,1309,
616366,0,616113,1309,
616367,0,,,
616369,0,616113,,114
616370,0,616114,,1307
616371,0,616114,,1307
616372,0,,,
616373,0,,,
616377,0,,,
616378,0,,,
616379,0,,,
616381,0,,,
616382,0,616116,2815,
616383,0,616116,603,
616385,0,616116,,2828
616388,0,616115,,2816
616389,0,616115,711,
616390,0,,,
616391,0,616118,,2886
616392,0,,,
616395,0,,,
616396,0,,,
616398,0,,,
616399,0,616120,,2886
616400,0,,,
616402,0,,,
616404,0,,,
616405,0,616119,2885,
616406,0,616119,2885,
616409,0,616120,38,
616410,0,616119,,
616411,0,,,
616412,0,,,
616413,0,,,
616414,0,,,
616415,0,,,
616416,0,,,
616417,0,,,
616418,0,616121,,644
616420,0,616122,1318,
616421,0,616121,648,
616422,0,616122,,651
616423,0,,,
616425,0,616123,2885,
616426,0,,,
616427,0,,,
616428,0,616124,243,
616429,0,616123,,
616430,0,,,
616431,0,,,
616432,0,,,
616433,0,,,
616434,0,616126,,
616436,0,616126,,
616437,0,,,
616438,0,,,
616439,0,616127,324,
616440,0,616128,3512,
616441,0,,,
616442,0,616128,,323
616443,0,,,
616444,0,,,
616445,0,616127,,
616446,0,,,
616447,0,,,
616453,0,,,
616454,0,,,
616455,0,,,
616456,0,616134,43,
616457,0,616133,248,
616458,0,616134,,40
616459,0,616133,,
616460,0,,,
616462,0,,,
616463,0,,,
616464,0,616136,629,
616465,0,616135,2235,
616466,0,616135,,619
616467,0,616136,,635
616468,0,,,
616471,0,616138,638,
616472,0,,,
616473,0,616137,647,
616474,0,616138,,646
616475,0,616137,,647
616476,0,,,
616477,0,,,
616478,0,,,
616479,0,,,
616480,0,616140,,651
616481,0,616140,,651
616482,0,616139,648,
616483,0,,,
616484,0,616140,1318,
616485,0,616139,,644
616486,0,616139,,644
616487,0,,,
616488,0,,,
616489,0,616141,,668
616490,0,616142,,669
616492,0,616142,667,
616494,0,616141,670,
616496,0,,,
616497,0,,,
616499,0,616144,,646
616500,0,616143,,647
616501,0,616143,,647
616502,0,616143,647,
616503,0,,,
616504,0,616144,638,
616505,0,616144,638,
616508,0,616145,,644
616509,0,616146,1318,
616510,0,616145,648,
616511,0,616146,,651
616512,0,,,
616513,0,,,
616514,0,616148,1306,
616515,0,616148,1306,
616516,0,616148,,2886
616517,0,616147,,1174
616518,0,,,
616519,0,,,
616520,0,616147,,1174
616521,0,616147,2885,
616525,0,,,
616526,0,616150,,2886
616527,0,,,
616528,0,,,
616529,0,616149,,3572
616530,0,616149,2885,
616531,0,616150,3572,
616533,0,,,
616534,0,,,
616536,0,616152,493,
616537,0,616151,209,
616538,0,616152,,1142
616539,0,616151,,978
616540,0,,,
616541,0,,,
616542,0,,,
616543,0,,,
616544,0,616154,,1267
616545,0,616154,,3124
616548,0,616156,1819,
616549,0,616156,1819,
616550,0,616155,1248,
616551,0,616156,,611
616552,0,616155,,1012
616553,0,616158,,2854
616554,0,,,
616555,0,,,
616556,0,,,
616557,0,616158,,2854
616558,0,,,
616559,0,616157,242,
616560,0,616157,242,
616561,0,616157,128,
616562,0,616157,128,
616563,0,616158,,127
616564,0,,,
616565,0,,,
616566,0,,,
616567,0,616159,,2554
616568,0,,,
616569,0,,,
616572,0,616159,208,
616574,0,616160,,210
616575,0,,,
616576,0,616160,,543
616578,0,,,
616579,0,,,
616580,0,,,
616581,0,,,
616582,0,616159,,2554
616585,0,,,
616586,0,,,
616588,0,,,
616589,0,616161,708,
616590,0,616161,708,
616591,0,616161,708,
616592,0,616162,,707
616594,0,616161,,610
616595,0,616162,603,
616599,0,,,
616600,0,,,
616601,0,,,
616602,0,616163,,1030
616603,0,616163,,1030
616605,0,,,
616606,0,,,
616608,0,616163,,284
616609,0,616164,,2973
616610,0,616164,,2973
616611,0,616164,,2973
616612,0,,,
616614,0,616165,708,
616615,0,616166,603,
616616,0,616166,,707
616617,0,,,
616618,0,,,
616619,0,,,
616620,0,616168,,1958
616622,0,,,
616623,0,,,
616624,0,,,
616625,0,616168,,543
616626,0,,,
616629,0,,,
616630,0,616170,,2953
616632,0,,,
616633,0,616170,,2953
616634,0,,,
616636,0,,,
616639,0,616172,,2953
616640,0,,,
616641,0,616171,,3002
616642,0,,,
616643,0,,,
616644,0,,,
616645,0,616174,,
616646,0,616173,,2953
616648,0,616176,,874
616649,0,,,
616650,0,,,
616651,0,,,
616652,0,,,
616653,0,,,
616654,0,,,
616655,0,,,
616656,0,,,
616657,0,616176,,
616660,0,616178,3574,
616661,0,616177,2885,
616662,0,616177,,3574
616663,0,616178,,2886
616664,0,,,
616665,0,,,
616668,0,,,
616669,0,616180,,
616670,0,616182,243,
616671,0,616181,2885,
616672,0,,,
616674,0,,,
616675,0,,,
616676,0,616181,,
616677,0,,,
616678,0,,,
616679,0,616184,,2854
616680,0,,,
616681,0,616183,242,
616683,0,616183,125,
616684,0,,,
616686,0,,,
616687,0,,,
616688,0,616186,,646
616689,0,616185,,647
616690,0,616188,208,
616691,0,,,
616692,0,616187,125,
616693,0,616188,,2554
616694,0,616189,,624
616696,0,,,
616697,0,,,
616698,0,,,
616699,0,,,
616700,0,,,
616701,0,,,
616702,0,,,
616703,0,616190,625,
616704,0,616190,625,
616705,0,616189,779,
616706,0,616189,779,
616707,0,616190,,780
616708,0,616190,,780
616709,0,616192,,2854
616710,0,616192,,127
616711,0,616191,242,
616712,0,616191,128,
616713,0,,,
616715,0,616194,209,
616716,0,616193,128,
616717,0,616193,,212
616718,0,616194,,127
616719,0,616194,,127
616720,0,,,
616721,0,616196,,1160
616722,0,616196,2783,
616723,0,616195,665,
616725,0,,,
616726,0,,,
616727,0,,,
616728,0,,,
616729,0,,,
616730,0,,,
616731,0,,,
616732,0,,,
616733,0,,,
616734,0,,,
616735,0,,,
616736,0,,,
616737,0,,,
616738,0,616198,,644
616739,0,616198,,644
616740,0,616197,,651
616741,0,616197,1318,
616742,0,616198,648,
616744,0,616200,,707
616746,0,616199,708,
616747,0,616200,603,
616749,0,,,
616750,0,616202,,668
616751,0,616202,637,
616752,0,616202,670,
616753,0,616201,667,
616754,0,616201,,642
616755,0,,,
616758,0,,,
616759,0,,,
616760,0,616204,879,
616761,0,616206,,1782
616762,0,616208,642,
616764,0,616207,3123,
616766,0,616207,,637
616767,1,,,
616768,1,,,
616769,1,,,
616770,1,,,
616771,1,,,
616772,1,,,
616773,1,,,
616774,1,,,
616775,1,,,
616776,1,,,
616777,1,,,
616778,1,,,
616779,1,,,
616780,1,,,
616781,1,,,
616782,1,,,
616783,1,,,
616784,1,,,
616785,1,,,
616786,1,,,
616787,1,,,
616788,1,,,
616789,1,,,
616790,1,,,
616791,1,,,
616792,1,,,
616795,1,,,
616796,1,,,
616797,1,,,
616798,1,,,
616799,1,,,
616800,1,,,
616801,1,,,
616802,1,,,
616803,1,,,
616804,1,,,
616805,1,,,
616806,1,,,
616807,1,,,
616808,1,,,
616809,1,,,
616810,1,,,
616811,1,,,
616812,1,,,
616813,1,,,
616814,1,,,
616815,1,,,
616816,1,,,
616817,1,,,
616818,1,,,
616819,1,,,
616821,1,,,
616822,1,,,
616823,1,,,
616824,1,,,
616825,1,,,
616826,1,,,
616827,1,,,
616828,1,,,
616829,1,,,
616830,1,,,
616831,1,,,
616832,1,,,
616833,1,,,
616834,1,,,
616835,1,,,
616836,1,,,
616837,1,,,
616838,1,,,
616839,1,,,
616840,1,,,
616841,1,,,
616842,1,,,
616843,1,,,
616844,1,,,
616845,1,,,
616846,1,,,
616847,1,,,
616848,1,,,
616849,1,,,
616850,1,,,
616851,1,,,
616852,1,,,
616853,1,,,
616854,1,,,
616855,1,,,
616856,1,,,
616857,1,,,
616858,1,,,
616859,1,,,
616860,1,,,
616861,1,,,
616862,1,,,
616863,1,,,
616864,1,,,
616865,1,,,
616866,1,,,
616867,1,,,
616868,1,,,
616869,1,,,
616870,1,,,
616871,1,,,
616872,1,,,
616873,1,,,
616874,1,,,
616875,1,,,
616876,1,,,
616877,1,,,
616878,1,,,
616879,1,,,
616880,1,,,
616881,1,,,
616882,1,,,
616883,1,,,
616884,1,,,
616885,1,,,
616886,1,,,
616887,1,,,
616888,1,,,
616889,1,,,
616890,1,,,
616891,1,,,
616892,1,,,
616893,0,,,
616894,0,,,
616895,0,,,
616896,0,,,
616897,0,,,
616898,0,,,
616899,0,,,
616900,0,,,
616902,0,,,
616903,0,,,
616904,0,,,
616905,0,,,
616906,0,,,
616907,0,,,
616908,0,,,
616910,0,,,
616911,0,,,
616912,0,,,
616914,0,616085,1306,
616915,0,616085,1141,
616916,0,616086,125,
616918,0,616085,1306,
616919,0,616085,1306,
616920,0,616086,,1174
616921,0,616086,,1174
616922,0,616085,,2554
616923,0,,,
616924,0,,,
616925,0,,,
616926,0,,,
616927,0,,,
616929,0,,,
616935,0,,,
616936,0,,,
616938,0,,,
616939,0,,,
616949,0,,,
616950,0,,,
616951,0,,,
616952,0,,,
616955,0,616101,648,
616957,0,,,
616958,0,,,
616960,0,,,
616962,0,616102,,651
616963,0,,,
616969,0,,,
616970,0,,,
616971,0,,,
616972,0,,,
616973,0,,,
616975,0,,,
616977,0,,,
616978,0,,,
616980,0,,,
616982,0,,,
616983,0,,,
616985,0,,,
616986,0,616103,,
616990,0,,,
616991,0,,,
616992,0,,,
616993,0,,,
616994,0,,,
616995,0,616105,,3131
616996,0,,,
616997,0,616106,,
616998,0,616105,,668
616999,0,616105,,668
617000,0,616105,,668
617001,0,616105,,668
617003,0,616106,,642
617004,0,616106,667,
617005,0,,,
617006,0,,,
617007,0,,,
617009,0,,,
617010,0,,,
617011,0,616108,,898
617012,0,,,
617013,0,616107,,3460
617014,0,616108,1248,
617015,0,,,
617016,0,,,
617017,0,,,
617019,0,616110,125,
617020,0,616109,208,
617021,0,616109,,2554
617022,0,616110,,210
617023,0,,,
617025,0,,,
617026,0,,,
617027,0,,,
617028,0,,,
617029,0,,,
617030,0,,,
617032,0,,,
617034,0,,,
617040,0,,,
617042,0,,,
617043,0,,,
617045,0,,,
617047,0,,,
617048,0,616114,3131,
617049,0,616113,1309,
617050,0,616113,1309,
617052,0,616113,1309,
617053,0,616113,,114
617055,0,616114,,1307
617056,0,,,
617057,0,,,
617062,0,,,
617063,0,,,
617065,0,,,
617067,0,616116,603,
617069,0,616116,,2828
617070,0,,,
617073,0,616115,711,
617074,0,,,
617075,0,616118,,2886
617076,0,,,
617077,0,,,
617078,0,,,
617079,0,,,
617080,0,,,
617081,0,,,
617082,0,,,
617086,0,,,
617088,0,,,
617089,0,616119,2885,
617091,0,616119,2885,
617092,0,616119,2885,
617093,0,616120,38,
617094,0,616119,,
617095,0,,,
617096,0,,,
617098,0,,,
617100,0,,,
617102,0,616121,,644
617104,0,616122,1318,
617105,0,616121,648,
617106,0,616122,,651
617108,0,,,
617110,0,,,
617114,0,,,
617115,0,,,
617116,0,,,
617117,0,,,
617118,0,616126,,
617120,0,616126,,
617121,0,,,
617124,0,616128,3512,
617126,0,616128,,323
617128,0,,,
617129,0,616127,,
617130,0,,,
617131,0,,,
617140,0,,,
617141,0,,,
617142,0,616136,629,
617143,0,616135,2235,
617144,0,616135,,619
617145,0,616136,,635
617147,0,,,
617148,0,,,
617149,0,616138,638,
617151,0,616137,647,
617152,0,616138,,646
617153,0,616137,,647
617154,0,,,
617156,0,,,
617158,0,616140,,651
617160,0,616139,648,
617162,0,616140,1318,
617163,0,616139,,644
617164,0,616139,,644
617167,0,616141,,668
617168,0,616142,,669
617169,0,,,
617170,0,616142,667,
617172,0,616141,670,
617174,0,,,
617175,0,,,
617176,0,,,
617177,0,616144,,646
617178,0,616143,,647
617179,0,616143,,647
617180,0,616143,647,
617181,0,,,
617182,0,616144,638,
617183,0,616144,638,
617184,0,,,
617186,0,616145,,644
617187,0,616146,1318,
617188,0,616145,648,
617189,0,616146,,651
617190,0,,,
617191,0,,,
617192,0,616148,1306,
617193,0,616148,1306,
617194,0,616148,,2886
617195,0,616147,,1174
617196,0,,,
617197,0,,,
617198,0,616147,,1174
617199,0,616147,2885,
